Timestamp,Infr,Flows,Nodes,Edges,Time,Inferences,Output,Allocation
20240222-085454,infrAbilene,1,12,30,0.00912682,38100,"{'f0': {'path': ['atlang', 'iplsng'], 'budgets': (35.99998350515464, 57.999950515463915), 'delay': 35.99998350515464}}","{('atlang', 'iplsng'): 4}"
20240222-085455,infrAbilene,2,12,30,0.009515487999999999,39093,"{'f1': {'path': ['losang', 'hstnng'], 'budgets': (38.99998377281947, 68.9999513184584), 'delay': 38.99998377281947}, 'f0': {'path': ['snvang', 'dnvrng', 'kscyng', 'hstnng'], 'budgets': (46.99989008652785, 84.99967025958354), 'delay': 15.666630028842617}}","{('losang', 'hstnng'): 13, ('kscyng', 'hstnng'): 8, ('dnvrng', 'kscyng'): 8, ('snvang', 'dnvrng'): 8}"
20240222-085455,infrAbilene,5,12,30,0.009510326,43043,"{'f4': {'path': ['snvang', 'sttlng'], 'budgets': (53.99988235294118, 89.99882352941177), 'delay': 53.99988235294118}, 'f3': {'path': ['losang', 'snvang', 'dnvrng'], 'budgets': (63.999949204119844, 83.99955454119849), 'delay': 31.999974602059922}, 'f2': {'path': ['washng', 'atlang', 'hstnng', 'losang', 'snvang', 'dnvrng'], 'budgets': (60.99988170334521, 86.999221545974), 'delay': 12.199976340669043}, 'f1': {'path': ['chinng', 'iplsng', 'atlang'], 'budgets': (116.99993847726111, 148.99981543178333), 'delay': 58.499969238630555}, 'f0': {'path': ['washng', 'atlang', 'hstnng', 'losang', 'snvang', 'sttlng'], 'budgets': (82.9997940188332, 120.99834470085392), 'delay': 16.59995880376664}}","{('snvang', 'sttlng'): 24, ('snvang', 'dnvrng'): 24, ('losang', 'snvang'): 43, ('hstnng', 'losang'): 27, ('atlang', 'hstnng'): 27, ('washng', 'atlang'): 27, ('iplsng', 'atlang'): 5, ('chinng', 'iplsng'): 5}"
20240222-085455,infrAbilene,10,12,30,0.012702823,57766,"{'f9': {'path': ['losang', 'hstnng', 'atlang', 'atlam5'], 'budgets': (113.99991047313361, 137.99902548584825), 'delay': 37.9999701577112}, 'f8': {'path': ['atlam5', 'atlang', 'iplsng'], 'budgets': (69.99990295849642, 97.9986405726577), 'delay': 34.99995147924821}, 'f7': {'path': ['chinng', 'iplsng'], 'budgets': (101.99997507788161, 137.99972585669784), 'delay': 101.99997507788161}, 'f6': {'path': ['atlam5', 'atlang'], 'budgets': (108.99996135265701, 130.99957487922705), 'delay': 108.99996135265701}, 'f5': {'path': ['dnvrng', 'kscyng', 'iplsng', 'chinng', 'nycmng', 'washng'], 'budgets': (101.99986184054343, 139.99840402725155), 'delay': 20.399972368108685}, 'f4': {'path': ['losang', 'hstnng', 'atlang', 'washng', 'nycmng', 'chinng'], 'budgets': (56.99985471956714, 82.99843298364232), 'delay': 11.399970943913427}, 'f3': {'path': ['nycmng', 'washng', 'atlang', 'hstnng', 'losang', 'snvang', 'dnvrng'], 'budgets': (99.99973115931105, 121.9976227607776), 'delay': 16.666621859885176}, 'f2': {'path': ['iplsng', 'kscyng'], 'budgets': (77.99998165137615, 97.99974311926606), 'delay': 77.99998165137615}, 'f1': {'path': ['dnvrng', 'kscyng', 'iplsng', 'chinng', 'nycmng', 'washng', 'atlang', 'atlam5'], 'budgets': (50.99980368100531, 86.99755152342217), 'delay': 7.285686240143616}, 'f0': {'path': ['atlam5', 'atlang', 'washng', 'nycmng', 'chinng', 'iplsng', 'kscyng', 'dnvrng', 'snvang'], 'budgets': (94.99978062625027, 116.99740244794666), 'delay': 11.874972578281284}}","{('atlang', 'atlam5'): 23, ('hstnng', 'atlang'): 24, ('losang', 'hstnng'): 24, ('atlang', 'iplsng'): 19, ('atlam5', 'atlang'): 52, ('chinng', 'iplsng'): 32, ('nycmng', 'washng'): 38, ('chinng', 'nycmng'): 19, ('iplsng', 'chinng'): 19, ('kscyng', 'iplsng'): 19, ('dnvrng', 'kscyng'): 19, ('nycmng', 'chinng'): 34, ('washng', 'nycmng'): 34, ('atlang', 'washng'): 34, ('snvang', 'dnvrng'): 19, ('losang', 'snvang'): 19, ('hstnng', 'losang'): 19, ('atlang', 'hstnng'): 19, ('washng', 'atlang'): 35, ('iplsng', 'kscyng'): 35, ('dnvrng', 'snvang'): 17, ('kscyng', 'dnvrng'): 17}"
20240222-085455,infrAbilene,15,12,30,0.01585288,89945,"{'f14': {'path': ['snvang', 'dnvrng', 'kscyng', 'iplsng'], 'budgets': (106.99990134817632, 140.99846680838365), 'delay': 35.66663378272544}, 'f13': {'path': ['hstnng', 'kscyng', 'dnvrng', 'snvang'], 'budgets': (72.99991585048352, 102.99865301884454), 'delay': 24.333305283494507}, 'f12': {'path': ['atlang', 'iplsng', 'chinng'], 'budgets': (31.9999047732868, 51.99727227095633), 'delay': 15.9999523866434}, 'f11': {'path': ['hstnng', 'kscyng', 'iplsng', 'atlang', 'washng'], 'budgets': (77.99982900129872, 111.99515374148397), 'delay': 19.49995725032468}, 'f10': {'path': ['atlang', 'iplsng', 'kscyng', 'hstnng', 'losang'], 'budgets': (38.99991212366159, 58.997667156601494), 'delay': 9.749978030915397}, 'f9': {'path': ['atlang', 'iplsng', 'kscyng', 'hstnng', 'losang'], 'budgets': (46.99991212366159, 66.9976671566015), 'delay': 11.749978030915397}, 'f8': {'path': ['chinng', 'nycmng', 'washng', 'atlang', 'atlam5'], 'budgets': (28.999604570742342, 62.99528363845795), 'delay': 7.2499011426855855}, 'f7': {'path': ['snvang', 'dnvrng', 'kscyng', 'hstnng', 'atlang', 'atlam5'], 'budgets': (73.99985243878973, 95.99714208456845), 'delay': 14.799970487757946}, 'f6': {'path': ['iplsng', 'atlang', 'washng', 'nycmng'], 'budgets': (57.99974160860746, 79.9948098685951), 'delay': 19.333247202869153}, 'f5': {'path': ['dnvrng', 'snvang', 'losang', 'hstnng', 'kscyng', 'iplsng', 'atlang', 'washng', 'nycmng'], 'budgets': (70.99959759146262, 102.9926397544853), 'delay': 8.874949698932827}, 'f4': {'path': ['atlam5', 'atlang', 'iplsng', 'kscyng', 'hstnng', 'losang', 'snvang'], 'budgets': (72.99983909392567, 96.99671460929436), 'delay': 12.166639848987613}, 'f3': {'path': ['chinng', 'nycmng', 'washng', 'atlang', 'iplsng', 'kscyng', 'hstnng', 'losang'], 'budgets': (105.99955478964203, 125.9941317474404), 'delay': 15.142793541377433}, 'f2': {'path': ['atlam5', 'atlang', 'iplsng', 'kscyng'], 'budgets': (28.999908924078643, 54.99792182646122), 'delay': 9.666636308026215}, 'f1': {'path': ['kscyng', 'hstnng', 'atlang', 'atlam5'], 'budgets': (110.9999185702882, 136.9978622680547), 'delay': 36.99997285676273}, 'f0': {'path': ['atlam5', 'atlang', 'iplsng', 'chinng'], 'budgets': (53.999866678048704, 83.996738937623), 'delay': 17.99995555934957}}","{('kscyng', 'iplsng'): 16, ('dnvrng', 'kscyng'): 22, ('snvang', 'dnvrng'): 22, ('dnvrng', 'snvang'): 25, ('kscyng', 'dnvrng'): 16, ('hstnng', 'kscyng'): 29, ('iplsng', 'chinng'): 23, ('atlang', 'iplsng'): 85, ('atlang', 'washng'): 22, ('iplsng', 'atlang'): 22, ('hstnng', 'losang'): 46, ('kscyng', 'hstnng'): 72, ('iplsng', 'kscyng'): 62, ('atlang', 'atlam5'): 34, ('washng', 'atlang'): 23, ('nycmng', 'washng'): 23, ('chinng', 'nycmng'): 23, ('hstnng', 'atlang'): 26, ('washng', 'nycmng'): 18, ('losang', 'hstnng'): 9, ('snvang', 'losang'): 9, ('losang', 'snvang'): 10, ('atlam5', 'atlang'): 31}"
20240222-085456,infrAbilene,20,12,30,0.014486365000000001,106074,"{'f19': {'path': ['atlam5', 'atlang', 'washng', 'nycmng', 'chinng'], 'budgets': (30.99978722596398, 66.99445565359979), 'delay': 7.749946806490995}, 'f18': {'path': ['kscyng', 'iplsng'], 'budgets': (90.9999770773639, 122.99917478510028), 'delay': 90.9999770773639}, 'f17': {'path': ['nycmng', 'washng', 'atlang', 'hstnng', 'kscyng', 'dnvrng', 'snvang'], 'budgets': (30.99965523887279, 56.98983567876856), 'delay': 5.166609206478799}, 'f16': {'path': ['snvang', 'losang', 'hstnng', 'kscyng', 'iplsng', 'chinng', 'nycmng', 'washng'], 'budgets': (37.99980410284115, 67.99540220569948), 'delay': 5.428543443263022}, 'f15': {'path': ['dnvrng', 'kscyng', 'iplsng', 'chinng', 'nycmng', 'washng', 'atlang', 'hstnng', 'losang'], 'budgets': (64.99958885218115, 98.9883867477866), 'delay': 8.124948606522644}, 'f14': {'path': ['nycmng', 'washng', 'atlang', 'hstnng', 'kscyng', 'dnvrng'], 'budgets': (85.9996818169459, 105.99031408408419), 'delay': 17.199936363389178}, 'f13': {'path': ['kscyng', 'iplsng', 'chinng', 'nycmng', 'washng', 'atlang', 'hstnng', 'losang', 'snvang', 'sttlng'], 'budgets': (11.99955466634124, 39.987831327762), 'delay': 1.3332838518156933}, 'f12': {'path': ['kscyng', 'iplsng', 'chinng', 'nycmng', 'washng', 'atlang', 'atlam5'], 'budgets': (78.99972743696843, 104.99213294018269), 'delay': 13.166621239494738}, 'f11': {'path': ['chinng', 'iplsng', 'kscyng'], 'budgets': (68.99994021100444, 98.99868960690847), 'delay': 34.49997010550222}, 'f10': {'path': ['losang', 'snvang', 'dnvrng', 'kscyng'], 'budgets': (98.99991440411328, 118.99851243018517), 'delay': 32.999971468037764}, 'f9': {'path': ['atlang', 'washng'], 'budgets': (123.99988235294117, 155.99635294117647), 'delay': 123.99988235294117}, 'f8': {'path': ['snvang', 'losang', 'hstnng', 'kscyng', 'iplsng', 'chinng', 'nycmng'], 'budgets': (28.999825100216484, 64.99603212695932), 'delay': 4.833304183369414}, 'f7': {'path': ['atlam5', 'atlang', 'washng', 'nycmng'], 'budgets': (28.99981787730498, 56.99537519382967), 'delay': 9.66660595910166}, 'f6': {'path': ['nycmng', 'washng', 'atlang', 'hstnng', 'kscyng', 'dnvrng'], 'budgets': (77.9996818169459, 107.99031408408419), 'delay': 15.59993636338918}, 'f5': {'path': ['washng', 'nycmng', 'chinng', 'iplsng', 'kscyng', 'hstnng', 'losang'], 'budgets': (106.99983572339453, 128.99557012517982), 'delay': 17.83330595389909}, 'f4': {'path': ['dnvrng', 'kscyng'], 'budgets': (36.999972602739724, 66.99950684931505), 'delay': 36.999972602739724}, 'f3': {'path': ['hstnng', 'atlang'], 'budgets': (32.999873015873014, 60.99695238095238), 'delay': 32.999873015873014}, 'f2': {'path': ['dnvrng', 'kscyng', 'iplsng', 'atlang'], 'budgets': (84.99982846798241, 108.99565133138505), 'delay': 28.333276155994138}, 'f1': {'path': ['snvang', 'losang'], 'budgets': (79.99996837944664, 105.99949407114624), 'delay': 79.99996837944664}, 'f0': {'path': ['atlang', 'iplsng'], 'budgets': (53.999878787878785, 87.99624242424242), 'delay': 53.999878787878785}}","{('nycmng', 'chinng'): 9, ('washng', 'nycmng'): 23, ('atlang', 'washng'): 24, ('atlam5', 'atlang'): 22, ('kscyng', 'iplsng'): 39, ('dnvrng', 'snvang'): 14, ('kscyng', 'dnvrng'): 38, ('hstnng', 'kscyng'): 47, ('atlang', 'hstnng'): 51, ('washng', 'atlang'): 52, ('nycmng', 'washng'): 53, ('chinng', 'nycmng'): 23, ('iplsng', 'chinng'): 23, ('losang', 'hstnng'): 9, ('snvang', 'losang'): 18, ('hstnng', 'losang'): 14, ('dnvrng', 'kscyng'): 26, ('snvang', 'sttlng'): 7, ('losang', 'snvang'): 19, ('atlang', 'atlam5'): 1, ('iplsng', 'kscyng'): 7, ('chinng', 'iplsng'): 7, ('snvang', 'dnvrng'): 12, ('kscyng', 'hstnng'): 1, ('hstnng', 'atlang'): 5, ('iplsng', 'atlang'): 6, ('atlang', 'iplsng'): 4}"
20240222-085456,infrAbilene,25,12,30,0.018970551,154961,"{'f24': {'path': ['nycmng', 'chinng', 'iplsng', 'atlang', 'hstnng', 'losang', 'snvang', 'dnvrng'], 'budgets': (52.99977268304807, 90.99287766256987), 'delay': 7.571396097578296}, 'f23': {'path': ['chinng', 'iplsng'], 'budgets': (63.9999755351682, 91.99960856269114), 'delay': 63.9999755351682}, 'f22': {'path': ['atlam5', 'atlang'], 'budgets': (96.99997900262467, 118.99983202099737), 'delay': 96.99997900262467}, 'f21': {'path': ['sttlng', 'dnvrng', 'snvang', 'losang', 'hstnng', 'atlang', 'washng', 'nycmng'], 'budgets': (31.9997525377514, 59.992167773601665), 'delay': 4.571393219678772}, 'f20': {'path': ['sttlng', 'dnvrng', 'snvang', 'losang', 'hstnng', 'atlang'], 'budgets': (64.99983026615392, 84.99408025383065), 'delay': 12.999966053230784}, 'f19': {'path': ['snvang', 'dnvrng', 'kscyng', 'iplsng'], 'budgets': (56.99992488337262, 78.99777152774438), 'delay': 18.999974961124206}, 'f18': {'path': ['sttlng', 'dnvrng', 'snvang', 'losang', 'hstnng', 'atlang', 'atlam5'], 'budgets': (15.999809268778575, 37.993198364066856), 'delay': 2.6666348781297624}, 'f17': {'path': ['losang', 'hstnng', 'atlang', 'washng', 'nycmng', 'chinng'], 'budgets': (96.99980859472566, 120.99456862227233), 'delay': 19.399961718945132}, 'f16': {'path': ['snvang', 'dnvrng', 'kscyng', 'iplsng', 'chinng'], 'budgets': (70.9999004185408, 92.9973066959401), 'delay': 17.7499751046352}, 'f15': {'path': ['losang', 'hstnng', 'atlang'], 'budgets': (47.99991155972122, 81.99683441480414), 'delay': 23.99995577986061}, 'f14': {'path': ['sttlng', 'dnvrng', 'snvang', 'losang', 'hstnng', 'atlang', 'atlam5'], 'budgets': (23.99980926877857, 47.99319836406685), 'delay': 3.999968211463095}, 'f13': {'path': ['kscyng', 'dnvrng', 'sttlng', 'snvang', 'losang'], 'budgets': (109.9998506727509, 145.99569589214462), 'delay': 27.499962668187724}, 'f12': {'path': ['kscyng', 'dnvrng', 'sttlng', 'snvang', 'losang', 'hstnng', 'atlang', 'washng', 'nycmng', 'chinng'], 'budgets': (86.99965926747656, 124.99026451441698), 'delay': 9.666628807497396}, 'f11': {'path': ['iplsng', 'atlang', 'hstnng', 'losang', 'snvang', 'sttlng'], 'budgets': (55.99977224788287, 93.99161694857882), 'delay': 11.199954449576575}, 'f10': {'path': ['sttlng', 'dnvrng', 'snvang', 'losang', 'hstnng', 'atlang', 'washng', 'nycmng'], 'budgets': (81.99975253775142, 117.99216777360168), 'delay': 11.714250362535918}, 'f9': {'path': ['sttlng', 'dnvrng', 'snvang', 'losang', 'hstnng', 'atlang'], 'budgets': (98.99983026615392, 120.99408025383065), 'delay': 19.799966053230783}, 'f8': {'path': ['sttlng', 'dnvrng', 'snvang', 'losang', 'hstnng', 'atlang', 'washng'], 'budgets': (60.99980887577959, 80.99318185810873), 'delay': 10.166634812629932}, 'f7': {'path': ['atlang', 'atlam5'], 'budgets': (71.99997900262467, 109.99911811023622), 'delay': 71.99997900262467}, 'f6': {'path': ['snvang', 'dnvrng', 'kscyng', 'iplsng', 'chinng'], 'budgets': (63.99990041854081, 97.99730669594011), 'delay': 15.999975104635203}, 'f5': {'path': ['hstnng', 'losang', 'snvang', 'dnvrng', 'kscyng', 'iplsng', 'atlang', 'washng', 'nycmng'], 'budgets': (5.999771210944647, 29.993688670637738), 'delay': 0.7499714013680808}, 'f4': {'path': ['snvang', 'sttlng'], 'budgets': (30.99991836734694, 68.99673469387754), 'delay': 30.99991836734694}, 'f3': {'path': ['dnvrng', 'sttlng', 'snvang', 'losang', 'hstnng', 'atlang', 'washng'], 'budgets': (100.99975873918952, 120.99188247051097), 'delay': 16.833293123198253}, 'f2': {'path': ['washng', 'atlang'], 'budgets': (132.99997860962566, 156.99961497326203), 'delay': 132.99997860962566}, 'f1': {'path': ['atlang', 'hstnng'], 'budgets': (47.999929824561406, 67.99705263157895), 'delay': 47.999929824561406}, 'f0': {'path': ['iplsng', 'atlang', 'hstnng', 'losang', 'snvang', 'sttlng'], 'budgets': (87.99977224788289, 107.99161694857884), 'delay': 17.59995444957658}}","{('snvang', 'dnvrng'): 57, ('losang', 'snvang'): 29, ('hstnng', 'losang'): 29, ('atlang', 'hstnng'): 20, ('iplsng', 'atlang'): 29, ('chinng', 'iplsng'): 11, ('nycmng', 'chinng'): 15, ('atlam5', 'atlang'): 15, ('washng', 'nycmng'): 42, ('atlang', 'washng'): 64, ('hstnng', 'atlang'): 88, ('losang', 'hstnng'): 88, ('snvang', 'losang'): 86, ('dnvrng', 'snvang'): 58, ('sttlng', 'dnvrng'): 58, ('kscyng', 'iplsng'): 52, ('dnvrng', 'kscyng'): 52, ('atlang', 'atlam5'): 26, ('iplsng', 'chinng'): 14, ('sttlng', 'snvang'): 28, ('dnvrng', 'sttlng'): 28, ('kscyng', 'dnvrng'): 12, ('snvang', 'sttlng'): 22, ('washng', 'atlang'): 7}"
20240222-085456,infrAtlanta,1,15,44,0.010827808999999999,38570,"{'f0': {'path': ['n6', 'n1', 'n8'], 'budgets': (62.99995667284522, 86.99991334569046), 'delay': 31.49997833642261}}","{('n1', 'n8'): 17, ('n6', 'n1'): 17}"
20240222-085456,infrAtlanta,2,15,44,0.011154154000000001,41076,"{'f1': {'path': ['n14', 'n7', 'n1'], 'budgets': (119.99995682587127, 143.9998704776138), 'delay': 59.99997841293563}, 'f0': {'path': ['n4', 'n6', 'n2', 'n5', 'n3', 'n8', 'n9', 'n12'], 'budgets': (93.99971534629836, 129.99914603889505), 'delay': 13.428530763756909}}","{('n7', 'n1'): 8, ('n14', 'n7'): 8, ('n9', 'n12'): 8, ('n8', 'n9'): 8, ('n3', 'n8'): 8, ('n5', 'n3'): 8, ('n2', 'n5'): 8, ('n6', 'n2'): 8, ('n4', 'n6'): 8}"
20240222-085457,infrAtlanta,5,15,44,0.010844368,43158,"{'f4': {'path': ['n11', 'n14', 'n13', 'n6', 'n2', 'n5', 'n3', 'n8'], 'budgets': (8.99983486576912, 46.99961326095001), 'delay': 1.2856906951098743}, 'f3': {'path': ['n15', 'n9'], 'budgets': (46.999978723404254, 84.99995744680851), 'delay': 46.999978723404254}, 'f2': {'path': ['n7', 'n10', 'n9', 'n8'], 'budgets': (44.99972984263339, 78.99877619729396), 'delay': 14.999909947544465}, 'f1': {'path': ['n10', 'n7'], 'budgets': (110.99995939086294, 142.99979695431472), 'delay': 110.99995939086294}, 'f0': {'path': ['n3', 'n8'], 'budgets': (55.99998117647059, 77.99990588235293), 'delay': 55.99998117647059}}","{('n3', 'n8'): 28, ('n5', 'n3'): 10, ('n2', 'n5'): 10, ('n6', 'n2'): 10, ('n13', 'n6'): 10, ('n14', 'n13'): 10, ('n11', 'n14'): 10, ('n15', 'n9'): 10, ('n9', 'n8'): 10, ('n10', 'n9'): 10, ('n7', 'n10'): 10, ('n10', 'n7'): 15}"
